lng,num_ratings,tid,name,rating,features,elevGain,lat,elevMax,kml,length
-121.7142,16,ashland-lakes,"Ashland Lakes",3.4,loekd,800,48.0477,3000,,5.4
-121.8889,5,badger-peak,"Badger Peak",2.2,v,700,46.2951,5664,,1.8
-121.4429,10,barlow-point,"Barlow Point",3.3,va,800,48.0305,3200,,2.4
-123.9893,4,aurora-creek,"Aurora Creek",3.0,of,3670,48.0536,4200,,6.8
-122.0641,4,bear-ridge,"Bear Ridge",2.5,vd,,47.5269,,,3.0
-121.7062,4,augspurger-trail,"Augspurger Trail",2.8,v,,45.6991,,,
-123.9893,5,aurora-ridge,"Aurora Ridge",2.8,,,48.0536,,,
-120.8757,3,bean-peak,"Bean Peak",3.7,s,,47.3946,7343,,
-121.5560,9,baker-river,"Baker River",4.0,rvek,300,48.7507,900,,5.0
-121.5283,15,bare-mountain,"Bare Mountain",3.9,lfmvsapd,3300,47.6395,5353,http://wta.org/kml/bare-mountain.kmz,8.6
-120.3110,0,baldy-mountain,"Baldy Mountain",0.0,lvsd,2394,47.8204,6412,,6.2
-121.7144,5,bald-mountain,"Bald Mountain via Ashland Lakes",2.0,,,48.0477,,,
-121.4445,0,avalanche-mountain,"Avalanche Mountain",0.0,lvs,3000,47.4570,5400,,8.5
-121.5836,67,bandera-mountain,"Bandera Mountain",4.2,wfmvspd,3400,47.4247,5240,http://wta.org/kml/bandera-mountain.kmz,8.0
-121.7077,11,bench-lake,"Bench and Snow Lakes",4.2,lwmv,300,46.7677,4679,,2.6
-121.7103,0,baker-lake-horseshoe-cove,"Baker Lake - Horseshoe Cove Snowshoe",0.0,,,48.6786,,,
-119.8821,6,beaver-lake,"Beaver Lake",3.5,,400,48.4671,5500,,2.0
-120.6742,24,blue-lake,"Blue Lake",4.2,lfmvakd,1050,48.5191,6254,,4.4
-121.8024,6,big-lava-bed,"Big Lava Bed",3.5,,600,45.9080,4000,,13.0
-117.2897,2,big-rock,"Big Rock",3.0,fmvsad,600,47.5720,3500,,2.5
-120.6436,0,blackbird-island-waterfront-park,"Blackbird Island - Waterfront Park",0.0,rkd,100,47.5737,1100,,2.0
-121.9961,5,big-tree-trail,"Big Tree Trail",3.4,ofakd,110,47.5296,530,,1.0
-120.9707,4,big-tree-loop,"Big Tree Loop",3.2,,,47.8604,2000,,1.0
-121.5107,73,big-four-ice-caves,"Big Four Ice Caves",3.9,rwovkd,220,48.0659,1938,http://wta.org/kml/big-four-ice-caves.kmz,2.2
-120.6982,10,black-canyon,"Black Canyon",4.4,fma,1250,46.8581,,,7.0
-121.7723,10,blue-lake-1,"Blue Lake",4.0,lfmvakd,300,48.6565,3984,,1.7
-122.4829,0,blake-island-state-park,"Blake Island State Park",0.0,cofvaekd,190,47.5423,190,,8.0
-124.2750,10,bogachiel-river,"Bogachiel River",3.1,roe,400,47.8822,500,,12.0
-122.0713,4,big-tree-ridge,"Big Tree Ridge",3.2,vpkd,,47.5474,,,2.0
-120.3179,4,billy-goat,"Billy Goat",2.8,la,,48.7825,,,
-121.8736,4,bluff-trail,"Bluff Trail",2.0,,,46.1632,,,
-123.9034,0,big-cedar-tree,"Big Cedar Tree",0.0,ok,80,47.4780,,,0.5
-122.0932,4,bob-hierman-preserve,"Bob Heirman Wildlife Preserve",2.0,rm,,47.8615,,,
-120.1521,4,blue-buck,"Blue Buck",3.2,,,48.4977,,,
-123.3221,4,black-white-lakes,"Black & White Lakes",3.8,l,,47.5087,4200,,5.0
-122.2976,3,big-gulch-mukilteo,"Big Gulch",3.3,fmakd,300,47.9150,460,,2.6
-121.3124,104,blanca-lake,"Blanca Lake",4.4,lwovsed,3300,47.9154,4600,http://wta.org/kml/blanca-lake.kmz,7.5
-119.3108,5,blythe-lake,"Chukar Lake - Blythe Lake",2.6,lma,100,46.9673,1000,,4.0
-121.5050,1,bitter-creek-logging-road,"Tom Dick & Harry Lakes",4.0,,,47.8376,,,
-120.1613,7,black-lake,"Black Lake",2.3,lmaek,780,48.7831,3982,,8.0
-121.7561,8,bird-mountain-loop,"Bird Mountain Loop",3.0,lvsed,1875,46.0471,5230,,10.2
-123.8351,6,bogachiel-peak,"Deer Lake and Bogachiel Peak",2.5,,3450,47.9552,5474,,16.0
-119.2531,4,billy-clapp-lake,"Billy Clapp Lake",2.2,lwma,300,47.4525,1500,,5.0
-122.7660,0,birch-bay-state-park,"Birch Bay State Park",0.0,covaekd,,48.9069,,,
-120.7339,1,black-peak,"Black Peak",3.0,,5100,48.5182,8970,,12.0
-120.8903,5,blackjack-ridge,"Blackjack Ridge",3.6,,,47.6098,,,
-123.2110,14,big-creek,"Big Creek",3.6,roved,900,47.4933,1870,,4.5
-121.5705,4,bluff-lake,"Bluff Lake",2.5,lk,1000,46.6532,3840,,3.0
-121.9073,5,big-creek-falls-1,"Big Creek Falls",2.6,wok,300,46.0939,1900,,1.5
-121.9836,4,big-slide,"Big Slide",4.0,,,45.8817,,,
-117.5629,4,big-meadow-lake,"Big Meadow Lake",3.2,lfak,,48.7266,,,2.7
-122.2368,2,big-finn-hill,"Big Finn Hill Park",4.0,fakd,100,47.7243,450,,9.5
-121.6858,14,boardman-lake,"Boardman Lake",3.2,lvk,300,48.0337,3000,,2.0
-122.3581,3,big-ditch-skagit-wildlife-refuge,"Skagit Wildlife Area",3.7,crvak,0,48.3372,0,,2.0
-121.5314,5,big-creek-falls,"Big Creek Falls",3.6,rwokd,,47.5381,,,11.0
-121.5068,6,big-four-ice-caves-snowshoe,"Big Four Ice Caves Snowshoe",3.8,rovk,250,48.0651,1800,,7.0
-120.8725,6,beverly-turnpike,"Beverly Turnpike",2.3,,,47.3892,,,
-121.6851,2,boardman-lake-snowshoe,"Boardman Lake Snowshoe",1.5,lvk!,1800,48.0336,3000,,11.9
-122.1910,6,bluff-mountain,"Bluff Mountain",2.5,fmvspd,890,45.7423,4390,,12.0
-121.7626,4,bishop-ridge,"Bishop Ridge",3.0,ma,3600,46.4323,5200,,9.0
-121.2588,4,blue-lake-high,"Blue Lake High",3.5,lfvd,,48.0448,,,
-122.1834,4,blue-lake-south-fork-toutle,"Blue Lake and Sheep Canyon via South Fork Toutle",3.2,lomvap,1000,46.1458,4700,,4.5
-121.7561,6,blue-lake-2,"Blue Lake via Cultus Creek",2.2,lvp,700,46.0471,5200,,13.0
-121.0664,6,big-beaver,"Big Beaver Trail",3.2,rlwovek,500,48.7241,1980,,24.6
-121.4376,6,bird-creek-meadows,"Bird Creek Meadows",4.0,lmk,500,46.1393,6085,,3.0
-121.9844,11,cable-line-trail,"Cable Line Trail",3.6,d,2022,47.5296,2522,,3.0
-121.8172,88,boulder-river,"Boulder River",3.8,rwoekd!,700,48.2509,1550,http://wta.org/kml/boulder-river.kmz,8.6
-121.4746,5,bullion-basin,"Bullion Basin",3.4,mvd,1500,46.9378,6300,,7.0
-120.8579,5,buck-creek-pass,"Buck Creek Pass",3.8,mvap,,48.0771,,,
-121.7556,6,boulder-garden-loop,"Boulder Garden Loop",4.0,akd,800,47.4874,1400,,2.5
-122.1030,4,bypass-trail,"By Pass Trail",4.0,k,,47.5301,,,0.4
-121.9405,4,bunker-hill,"Bunker Hill",3.5,vs,1250,45.8077,2383,,4.4
-121.9957,4,brink-trail,"Brink Trail",3.8,kd,,47.5296,,,1.2
-122.0558,5,bullitt-gorge,"Bullitt Gorge",2.4,vapkd,,47.5055,,,
-120.9451,7,bootjack-mountain,"Bootjack Mountain",3.7,omvp,3900,47.6101,6789,,8.0
-122.2717,6,boundary,"Boundary West",3.0,lvap,1800,46.2869,4390,,4.0
-122.0087,4,bonneville-trail,"Bonneville Trail",3.0,,,47.5295,,,1.2
-120.6541,5,boulder-butte,"Boulder Butte",2.8,,,48.3130,,,
-121.9436,4,bootleg,"Bootleg Trail",3.2,,1300,47.5304,2200,,4.6
-119.8667,4,boundary-trail-1,"Boundary Trail - Pasayten",3.2,rlvspd,9000,48.8848,7800,,80.0
-121.6903,4,boulder-ridge,"Boulder Ridge",4.2,,2700,48.7140,,,
-122.4820,1,camano-ridge-forest-preserve,"Camano Ridge Forest Preserve",4.0,,,48.2145,,,
-121.9961,4,bus-trail,"Bus Trail",3.2,k,200,47.5297,500,,0.7
-121.8702,6,burley-mountain,"Burley Mountain",3.2,vsk,400,46.3999,5304,,1.5
-121.9474,2,busywild-overlook-snowshoe,"Busywild Overlook Snowshoe",3.0,,900,46.7735,3500,,6.5
-122.0576,4,bullitt-access,"Bullitt Access Trail",2.8,kd,,47.5230,,,
-122.2351,5,butte-camp,"Butte Camp",3.4,mvapek,1650,46.1435,4750,,7.6
-123.6861,5,boulder-lake-1,"Boulder Lake (Olympics)",3.0,lofmve,2480,47.9775,4300,,10.2
-120.8513,0,cabinet-peak,"Cabinet Peak",0.0,s,,48.6387,,,
-121.9346,4,boundary-way,"Boundary Way",3.0,fvspd,1458,48.9869,5658,,8.2
-121.4406,4,bryant-peak,"Bryant Peak",2.5,,,47.4171,,,
-120.9634,5,boulder-creek,"Boulder Creek",3.0,,,48.0012,,,
-121.5884,35,bridal-veil-falls,"Bridal Veil Falls",3.8,wvkd,1000,47.7818,1600,,4.0
-120.6752,4,buckskin-ridge,"Buckskin Ridge",3.5,rlmvp,,48.7338,7300,,33.4
-121.5786,5,burnt-rock,"Burnt Rock",2.8,ome,1400,46.2693,6100,,13.0
-121.6362,5,box-canyon-of-the-cowlitz,"Box Canyon and Nickel Creek",3.2,roa,400,46.7653,3400,,2.0
-120.5837,6,camas-meadows,"Camas Meadows",2.0,fmk,350,47.4755,3200,,2.0
-121.3699,2,boulder-lake-2,"Boulder Lake",3.0,,,48.3206,,,
-121.3199,4,bumping-lake,"Bumping Lake",2.8,lofmaed,300,46.8570,3700,,9.0
-123.7426,4,butte-creek-sitka-spruce-grove,"Butte Creek Sitka Spruce Grove",2.8,oed,200,46.7161,425,,1.5
-120.7312,4,bridge-creek,"Bridge Creek - McAlester Pass to Stehekin",3.8,rlwfmvae,2500,48.5075,4000,,38.0
-120.6342,0,cairn-hill,"Cairn Hill",0.0,vsp,850,47.3348,4745,,5.0
-122.0560,4,bullitt-fireplace,"Bullitt Fireplace Trail",1.8,vakd,,47.5211,,,
-121.0874,6,cady-ridge,"Cady Ridge",3.2,mvpd,3015,47.9183,5551,,14.0
-120.9242,5,boulder-de-roux,"De Roux Creek - Gallagher Head Lake",3.4,l,1900,47.3421,5600,,8.0
-121.0864,5,boulder-cave,"Boulder Cave",3.6,oak,300,46.9597,2700,,2.0
-122.1843,4,bridle-trails-state-park-bellevue,"Bridle Trails State Park",2.8,lmakd,450,47.6550,525,,3.5
-119.1618,4,bonaparte,Bonaparte,2.5,,,48.7928,,,
-121.4731,3,bullion-basin-snowshoe,"Bullion Basin Snowshoe",3.7,v!,1500,46.9386,5800,,4.5
-120.7499,4,cady-pass,"Cady Pass",3.0,,,48.7269,,,
-121.0676,5,boston-basin,"Boston Basin",4.0,v,,48.5021,,,
-122.5031,2,cama-beach-state-park,"Cama Beach State Park",4.5,c,,48.1322,,,
-122.4910,8,camano-island-state-park,"Camano Island State Park",2.6,ckd!,200,48.1220,200,,2.6
-121.5560,4,boulder-lake,"Boulder Lake",2.5,loe,2140,47.9703,3700,,13.8
-121.8306,4,boundary-trail,"Boundary Trail - Rainier",3.0,,,46.9766,,,
-123.1166,2,buckhorn-mountain,"Buckhorn Mountain",4.5,mvsa,988,47.8268,6988,,13.5
-122.5802,1,burnt-bridge-creek-trail,"Burnt Bridge Creek Greenway Trail",4.0,rfmakd!,200,45.6359,310,,16.2
-121.6423,42,burroughs-mountain,"Burroughs Mountain",4.3,fmvsapk,2600,46.9146,7828,,9.0
-120.9540,3,buck-creek-3,"Buck Creek",2.0,,,47.3675,,,
-123.1930,4,cameron-creek,"Cameron Creek",2.8,,,47.9650,,,
-122.3302,4,camp-2-lookout-mt,"Camp 2 - Lookout Mountain",3.2,lovad,2600,48.6446,2767,,8.0
-120.3177,4,burch-mountain,"Burch Mountain",2.0,fmvp,3200,48.7844,7782,,10.0
-123.1940,6,capitol-peak,"Capitol State Forest - Capitol Peak",3.3,vs,1300,46.9485,2659,,9.0
-123.3259,1,camp-pleasant,"Camp Pleasant",4.0,rofk,800,47.5153,,,14.0
-121.9076,16,cherry-creek-falls,"Cherry Creek Falls",3.7,wmkd,450,47.7457,705,,5.0
-121.8355,4,camp-creek-falls,"Camp Creek Falls",3.5,rwomakd,40,46.4487,1360,,0.6
-121.8315,13,carbon-glacier,"Carbon Glacier",3.5,rwomvek,1000,46.9771,3400,,21.4
-121.7675,27,cedar-butte,"Cedar Butte",3.2,vspkd,900,47.4335,1880,http://wta.org/kml/cedar-butte.kmz,3.5
-122.0557,2,cedar-downs,"Cedar Downs",4.5,ofakd,,47.3739,,,4.0
-120.0461,6,chelan-butte,"Chelan Butte",3.7,rlmvad,,47.8048,,,
-119.2865,6,chamna-natural-preserve,"Chamna Natural Preserve",3.0,rma,0,46.2577,350,,3.0
-122.1285,5,cave-hole,"Cave Hole",3.6,kd,,47.5345,,,2.4
-120.4787,8,cedar-creek,"Cedar Falls - Cedar Creek",3.0,rwomkd,500,48.5792,3500,,3.5
-120.4820,3,cedar-falls-snowshoe,"Cedar Falls Snowshoe",4.0,rwoa!,800,48.5804,3600,,5.6
-122.8548,6,cascade-lake,"Cascade Lake",3.0,,200,48.6562,480,,2.9
-121.0970,11,cathedral-rock,"Cathedral Rock",3.1,lmvsape,2200,47.5435,5600,,9.0
-121.3622,6,catherine-creek,"Catherine Creek - Universal Access Trail",3.0,rmvkd,120,45.7104,300,,1.5
-121.7012,2,ccc-road-lower-trailhead,"CCC Road: Lower Trailhead",3.5,wo,550,47.4862,1650,,8.0
-118.9852,0,candy-point-trail,"Candy Point Trail",0.0,rvsad,700,47.9688,,,1.5
-122.2149,7,cedar-river-trail,"Cedar River Trail",3.7,rfmkd,50,47.5000,,,17.2
-120.7914,2,cashmere-mountain,"Cashmere Mountain",3.0,,,47.5465,,,
-121.9123,7,carbon-river,"Carbon River to Ipsut Falls",3.3,rofvek,,46.9949,,,10.8
-121.7354,3,camp-muir-snowshoe,"Camp Muir Snowshoe",3.0,v,4400,46.7862,10000,,10.0
-122.0183,4,cedar-flat,"Cedar Flats Nature Trail",2.5,oa,400,46.1116,1900,,1.0
-121.7350,26,camp-muir,"Camp Muir",4.3,rva,4640,46.7860,10080,http://wta.org/kml/camp-muir.kmz,8.0
-121.6581,0,camp-schurman,"Camp Schurman",0.0,,,46.9003,,,
-121.4434,6,chair-peak-lake,"Chair Peak Lake",3.0,lvp,,47.4149,,,
-121.6925,25,chain-lakes-3,"Chain Lakes Loop",4.4,lfmvaekd,1700,48.8469,5400,,8.0
-121.6736,0,ccc-pleateau,"CCC Plateau",0.0,,,47.4866,,,
-120.8920,4,chatter-creek,"Chatter Creek",4.0,rvped,3800,47.6098,6400,,11.0
-120.4983,8,chelan-lakeshore,"Chelan Lakeshore Trail",3.2,lwfmvae,1600,48.1466,1700,,17.0
-121.6134,2,ccc-road-blowout-creek-trailhead,"CCC Road: Blowout Creek Trailhead",2.5,rwovd,620,47.5159,1520,,7.0
-122.0629,0,canyon-lake-community-forest,"Canyon Lake Community Forest",0.0,of,2400,48.8297,,,7.5
-121.8106,15,carter-falls,"Carter Falls",3.8,rwok,900,46.7497,3650,,7.2
-120.8350,15,carne-mountain,"Carne Mountain",4.1,fmvsd,3600,48.0829,7085,,8.0
-124.6687,9,cape-alava,"Cape Alava",3.2,craek,100,48.1537,350,,9.4
-122.3634,5,carkeek-park,"Carkeek Park",3.4,cmvakd,800,47.7033,240,,3.5
-122.9634,0,cattle-point-lighthouse,"Cattle Point Lighthouse",0.0,ckd,25,48.4536,25,,0.5
-121.4034,0,catherine-creek-the-labyrinth,"Coyote Wall - The Labyrinth Loop",0.0,rwmvd,1200,45.6997,1250,,7.7
-123.0163,3,charlia-lakes-way-trail,"Charlia Lakes Way Trail",3.3,l,,47.8337,,,
-124.7157,26,cape-flattery,"Cape Flattery",4.2,cakd,200,48.3844,250,,1.5
-122.3753,1,camp-long,"Camp Long",3.0,ofmaekd,240,47.5554,350,,1.6
-121.6736,1,change-peak,"Change Peak",2.0,,,47.4234,,,
-123.5894,4,cascade-rock,"Cascade Rock",4.2,fk,,48.0273,,,4.2
-123.6502,4,chehalis-river-sloughs,"Preacher's Slough",1.8,rakd!,0,46.9449,20,,7.0
-121.2460,5,cherry-orchard-1,"Lyle Cherry Orchard",3.4,rmv,1050,45.6810,1100,,5.0
-122.1787,8,cape-horn,"Cape Horn",3.4,rwofmva,1300,45.5890,1350,,7.7
-123.1958,4,cedar-lake-way,"Cedar Lake Way",2.2,m,,47.9473,,,
-120.1200,3,campbell-lake,"Campbell Lake",2.0,,,48.4560,,,
-121.8440,5,chenuis-falls,"Chenuis Falls",3.4,wk,50,46.9906,2200,,1.0
-121.8315,4,carbon-river-rain-forest-nature-trail,"Carbon River Rain Forest Nature Trail",3.2,oak,80,46.9771,1960,,0.5
-121.1939,2,captain-point,"Captain Point",3.5,vs,,47.7669,,,
-122.5696,6,chambers-bay-loop,"Chambers Bay Loop",4.8,cvakd,315,47.2117,234,,3.2
-122.5992,0,cap-sante-park,"Cap Sante Park",0.0,cvakd,200,48.5136,300,,1.0
-122.2087,2,cascade-trail,"Cascade Trail",2.5,rkd,60,48.5179,230,,45.0
-122.3371,1,captain-william-clark-regional-park-at-cottonwood-beach-dike-trail,"Captain William Clark Regional Park at Cottonwood Beach - Dike Trail",1.0,raekd!,,45.5669,,,6.0
-122.0532,4,central-peak,"Central Peak",3.0,vsad,,47.4817,2025,,1.8
-122.8174,0,chadwick-hill,"Chadwick Hill",0.0,vakd,,48.4298,,,
-120.9103,4,chancellor,Chancellor,3.0,m,,48.7029,,,
-120.3385,2,chelan-summit-1261,"Chelan Summit",3.0,lmvsaped,6500,48.1071,,,38.0
-121.5775,2,ccc-road-upper-trailhead,"CCC Road: Upper Trailhead",3.0,ro,400,47.5373,1450,,6.8
-121.0751,21,cascade-pass,"Cascade Pass",3.8,lwfvapk,1800,48.4754,5392,http://wta.org/kml/cascade-pass.kmz,7.0
-120.0198,6,cathedral-lake,"Cathedral Pass Loop",2.7,rlfvpe,4000,48.8220,7800,,44.7
-122.3362,3,chesiahud-lake-union-loop,"Cheshiahud Lake Union Loop",3.7,lfvkd,,47.6460,,,6.0
-117.0276,6,chief-joseph-wildlife-area-green-gulch,"Chief Joseph Wildlife Area - Green Gulch",3.3,ma,1500,46.0221,,,4.0
-123.5196,5,church-creek,"Church Creek",3.0,rlwompd,2300,47.4240,3200,,6.4
-120.6867,2,chihuly-trail,"Chihuly Trail",3.5,vs,,47.5502,,,
-122.4795,1,clayton-beach,"Clayton Beach",2.0,ck,,48.6384,,,
-120.0195,4,chewuch,"Chewuch River Trail",3.5,,,48.8263,,,
-123.7932,0,colonel-bob-trail-colonel-bob-peak,"Colonel Bob Trail - Colonel Bob Peak",0.0,ovsae,4292,47.4974,4492,,14.0
-121.3419,0,conboy-lake-national-wildlife-refuge,"Conboy Lake National Wildlife Refuge",0.0,lomakd,0,45.9731,1875,,3.0
-122.1288,32,coal-creek-falls,"Coal Creek Falls",3.3,wmkd!,416,47.5348,1066,http://wta.org/kml/coal-creek-falls.kmz,2.5
-121.4862,7,clear-fork,"Lily Lake",2.4,rlmak,200,46.6555,3600,,3.0
-121.4459,5,clear-lost,"Clear Lost",2.6,lva,2600,46.6257,6376,,13.0
-124.1771,5,copalis-river-spit,"Griffiths-Priday State Park - Copalis River Spit",3.8,crakd!,40,47.1141,25,,4.0
-121.8526,2,church-lake,"Church Lake",4.0,,,48.9567,,,
-121.9044,2,coal-pass,"Coal Pass Snowshoe",2.5,vp!,2400,48.8381,4500,,10.0
-121.4323,4,chinook-pass,"Chinook Pass Snowshoe",3.2,v!,,46.8970,,,
-121.8578,15,church-mountain,"Church Mountain",3.9,fmvspd,3750,48.9123,6100,,8.5
-121.7339,4,clearwest-peak,"Clear West Peak",2.2,vakd,900,47.0241,5400,,2.0
-120.7408,6,chiwaukum-creek,"Chiwaukum Creek",1.5,me,1550,47.6889,3350,,12.0
-121.4134,8,commonwealth-basin,"Commonwealth Basin",3.4,ofmvd,2700,47.4287,5350,,10.0
-121.5023,4,cold-springs,"Cold Springs",3.5,,,46.0847,,,
-121.8526,4,cispus-braille,"Cispus Braille Trail",2.8,,0,46.4387,7337,,1.0
-118.8588,4,columbia-mountain,"Columbia Mountain",3.0,fmvsaed,1400,48.6593,,,7.5
-121.4199,7,cold-creek,"Cold Creek Loop via Tinkham and Silver Peaks",3.6,lfmvped,2600,47.3660,4500,,8.0
-121.7049,6,cispus-lookout,"Cispus Lookout",2.7,,,46.4684,,,
-122.0563,4,coal-mine,"Coal Mine",3.2,vad,,47.5119,,,0.2
-124.6635,0,chilean-memorial,"Chilean Memorial",0.0,,,47.9643,,,
-122.1666,16,coal-creek,"Coal Creek Trail",2.9,wkd,550,47.5542,600,,6.0
-121.4124,7,commonwealth-basin-snowshoe,"Commonwealth Basin Snowshoe",3.7,v!,2300,47.4282,5300,,10.0
-120.7864,4,copper-creek,"Copper Creek",3.5,,,48.2006,,,
-121.5225,2,coal-creek-snowshoe,"Coal Creek Snowshoe",1.5,ov!,900,48.0731,2400,,6.0
-117.7106,4,columbia-plateau-amber-lake,"Amber Lake",2.2,lfmak!,200,47.3512,2300,,15.0
-121.5912,5,coal-lake,"Coal Lake",3.4,,,48.1019,,,
-120.9443,0,coal-mines-trail-cle-elum,"Coal Mines Trail",0.0,kd,453,47.1961,2375,,11.0
-120.8319,4,chiwawa-river,"Chiwawa River",3.2,,,48.1048,,,
-120.8210,56,colchuck-lake,"Colchuck Lake",4.2,rlfvse,2280,47.5277,5580,http://wta.org/kml/colchuck-lake.kmz,8.0
-121.0989,2,cooper-river-snowshoe,"Cooper River Snowshoe",2.0,a!,400,47.4042,2900,,8.0
-119.4394,4,chopaka-mountain,"Chopaka Mountain",3.2,,,48.7050,,,
-123.0530,5,constance-pass,"Constance Pass",4.4,,,47.7418,,,
-118.9069,3,clackamas-mountain-trail,"Clackamas Mountain",4.3,vad,,48.6805,,,10.0
-121.4267,0,cleveland-mountain,"Cleveland Mountain",0.0,s,,47.6937,5280,,12.0
-120.7388,2,chiwaukum-creek-timothy-meadows,"Chiwaukum Creek-Timothy Meadows",3.0,,,47.6892,,,
-120.3957,0,chopper-peak,"Chopper Peak",0.0,rs,1440,47.3993,2400,,3.0
-122.4893,1,chuckanut-ridge-trail,"Chuckanut Ridge Trail",5.0,lwovpkd,,48.7008,1900,,10.4
-121.5010,5,coleman-weedpatch,"Coleman Weedpatch",2.6,mv,1900,46.4229,5700,,9.0
-120.7388,2,chiwaukum-creek-snowshoe,"Chiwaukum Creek Snowshoe",1.5,rlv!,1200,47.6892,3200,,10.4
-121.0991,6,cooper-river,"Cooper River",3.0,rlofmvaekd,400,47.4044,2800,,7.8
-120.7982,5,cleman-mountain,"Cleman Mountain - Waterworks Canyon Loop",2.4,mapd,2000,46.7486,3582,,6.0
-122.1030,4,clay-pit-road,"Clay Pit Road",2.8,akd,,47.5301,,,3.0
-123.7318,13,colonel-bob,"Pete's Creek - Colonel Bob Peak",4.4,rovsd,3500,47.4572,4510,,8.2
-121.7823,26,comet-falls,"Comet Falls",4.2,rw,1250,46.7790,4875,http://wta.org/kml/comet-falls.kmz,3.8
-121.0992,4,columbia-hills-state-park,"Columbia Hills State Park - Horsethief Butte",3.8,rmvsakd,1870,45.6507,1975,,12.4
-122.0604,4,chybinski-loop,"Chybinski Loop",3.2,vd,,47.5127,,,
-121.5308,5,cispus-basin-cispus-pass,"Snowgrass - Cispus Basin - Nannie Ridge Loop",3.6,rlwfmvped,3000,46.4587,6400,,19.6
-121.9707,5,curly-creek-falls,"Curly Creek Falls",3.6,wk,0,46.0603,1285,,0.4
-121.4808,4,cortright-creek,"Cortright Creek",3.0,,,46.6957,,,
-120.6629,11,cowiche-canyon,"Cowiche Canyon",3.4,makd!,100,46.6299,1500,,6.0
-121.0864,5,dalles-mountain,"Columbia Hills State Park - Dalles Mountain",2.6,rwmvsakd,2475,45.6569,2825,,8.0
-120.6547,6,cutthroat-pass,"Cutthroat Pass via Cutthroat Lake",3.2,fmvpd,2300,48.5564,6800,,11.4
-121.3771,7,cougar-lake,"Cougar Lakes",2.6,rlmvd,1700,46.8306,5400,,11.0
-121.4765,4,crystal-mountain,"Crystal Mountain Loop",3.0,vpk,2450,46.9366,6552,,8.0
-121.7972,0,couger-divide,"Couger Divide",0.0,omvsp,1300,48.8697,5800,,6.0
-121.4896,4,cowlitz-trail,"Cowlitz Trail",3.8,,,46.7129,,,
-121.9257,4,cussed-hollow,"Cussed Hollow",5.0,roa,600,46.1731,3400,,5.0
-119.2557,4,crab-creek-wildlife-area,"Crab Creek (Columbia National Wildlife Refuge)",3.0,rlva!,40,46.9495,870,,2.6
-121.3811,5,dark-meadows,"Dark Meadows",3.4,,,46.6450,,,
-120.9771,4,crater-mountain,"Crater Mountain",2.2,lv,,48.7079,,,
-124.1333,5,damon-point-state-park,"Damon Point ",3.0,cvakd!,,46.9464,10,,4.0
-120.6025,6,cougar-mountain,"Cougar Mountain (Entiat)",2.8,rmvse,1200,47.8440,6700,,10.0
-120.7070,5,county-line,"County Line",3.2,,,47.3511,,,
-120.6547,9,cutthroat-lake,"Cutthroat Lake",3.8,lfvkd,400,48.5563,4900,,3.8
-121.5336,19,crystal-peaks,"Crystal Peak",3.9,omvsa,3100,46.9227,6595,,8.0
-121.5336,24,crystal-lakes,"Crystal Lakes",4.2,lomvae,2600,46.9227,5828,,6.0
-117.2448,5,crowell-ridge,"Crowell Ridge",3.8,omvsaped,2700,48.8783,6880,,8.4
-121.6791,6,copper-ridge,"Copper Ridge",3.7,,,48.9270,,,
-121.4972,5,dalles-ridge,"Dalles Ridge",3.8,mvsd,200,47.0622,5700,,1.8
-121.5612,7,crofton-butte,"Crofton Butte",2.7,omv,600,46.1216,4800,,4.0
-121.2819,5,curry-gap,"Curry Gap",3.2,,,47.9251,,,
-122.3144,1,cowen-and-ravenna-parks,"Cowen and Ravenna Parks",2.0,ofmakd,115,47.6720,200,,4.5
-121.8520,7,covel-creek-falls,"Covel Creek Falls",2.4,wk,500,46.4388,2300,,4.5
-122.6934,0,curry-preserve,"Curry Preserve",0.0,vk,,48.7308,,,1.0
-121.5284,0,corral-pass-snowshoe,"Corral Pass Snowshoe",0.0,mvs,2800,46.9995,5700,,11.5
-121.9752,0,danville-georgetown-trail-system,"Dansville-Georgetown Trail System",0.0,rfk,200,47.3728,800,,3.0
-122.1973,0,crestwood-park-trail,"Crestwoods Park Trail",0.0,,,47.6931,,,
-121.5335,6,crater-lake,"Crater Lake",3.8,l,550,47.6996,3500,,2.0
-121.8276,0,copper-mountain-2,"Copper Mountain",0.0,vsp,3868,46.7973,6280,,
-121.4479,6,cow-heaven,"Cow Heaven",3.7,ov,4000,48.5416,4400,,10.0
-120.2678,13,crater-lakes,"Crater Lakes",3.8,lfved,2350,48.2204,6969,,8.6
-121.7435,5,dark-meadow,"Dark Meadow",3.2,omvap,500,46.2756,5400,,7.0
-120.5055,2,crow-hill,"Crow Hill",2.5,,950,48.0181,7366,,4.0
-121.4743,0,crystal-mountain-resort,"Crystal Mountain Resort",0.0,v!,,46.9357,,,2.0
-121.3590,2,cramer-lake-snowshoe,"Cramer Lake Snowshoe",4.0,lv,800,46.6551,5000,,9.0
-121.9163,6,craggy-peak,"Craggy Peak",3.2,omvp,1800,46.2133,5275,,11.0
-121.3684,2,crystal-lake-snowshoe,"Crystal Lake Snowshoe",2.0,rlv!,2800,48.1873,4485,,13.5
-123.3243,10,copper-creek-2,"Copper Creek",3.6,rlwomvpd,2400,47.5026,3200,,5.0
